Coastal American Airways - Airport-to-Airport O&D Matrix (Consolidated)
"Average daily O&D passengers, real BTS DB1C data, simple mean of 6 months: July 2025, April 2026, December 2025, February 2026, January 2026, November 2025. Secondary-airport rows use the dampened own/primary blend (see BLEND_WEIGHTS in process_chunk.py). Rows = origin, Columns = destination. Values are directional."

Origin \ Dest,ABE,ACY,AGS,ALB,ATW,AUS,AVL,AVP,BDL,BGR,BHM,BLV,BNA,BTR,BTV,BUF,BWI,CAE,CAK,CHA,CHS,CID,CLT,CMH,COU,CRP,CRW,DAB,DAL,DAY,DLH,DSM,ECP,ELP,ERI,EYW,FAR,FLL,FSD,FWA,GNV,GPT,GRR,GSO,GSP,HOU,HPN,HRL,HSV,HVN,ICT,ILM,IND,ISP,JAN,JAX,LBB,LEX,LIT,MAF,MCI,MCN,MDT,MEM,MFE,MHT,MKE,MLB,MOB,MSN,MSY,MYR,OKC,OMA,ORH,PGD,PHF,PIA,PIE,PIT,PNS,PVD,PWM,RDU,RFD,ROA,ROC,SAT,SAV,SBN,SDF,SFB,SGF,SHV,SRQ,SWF,SYR,TLH,TOL,TRI,TTN,TUL,TYS,VPS,XNA
PWM,0.2,0.2,1.0,0.4,1.2,10.8,2.8,0.2,0.6,2.4,3.7,7.4,18.2,0.6,0.4,2.6,32.4,2.2,4.2,3.5,16.3,1.4,23.0,9.7,0.2,0.4,0.5,1.2,13.2,1.6,0.5,2.4,1.4,1.3,0.0,3.0,0.5,14.1,0.9,0.6,0.8,0.8,3.2,2.9,4.7,8.7,0.1,0.3,1.7,0.9,1.2,3.3,7.5,0.1,0.9,9.5,0.5,2.1,1.9,0.3,7.4,0.0,1.7,3.5,0.2,0.3,4.2,0.8,1.0,3.1,8.2,3.8,3.0,3.1,0.0,18.6,8.0,0.5,25.7,9.6,3.7,0.4,,19.2,41.0,1.6,1.9,6.4,5.9,1.1,4.2,58.8,1.0,0.5,17.8,0.0,1.1,1.3,0.0,0.5,0.0,2.4,4.4,1.5,2.0
RDU,2.4,0.6,1.1,34.6,4.9,102.0,1.7,2.6,49.0,4.7,16.4,47.8,121.6,6.3,18.0,34.9,58.1,1.2,37.1,5.8,5.4,7.9,12.6,35.6,1.6,2.7,0.6,9.9,135.0,6.2,1.6,12.1,6.4,13.3,1.4,12.6,5.2,168.3,5.9,3.8,4.2,4.0,19.9,2.8,2.5,77.3,16.8,3.3,8.7,47.6,7.2,1.8,50.8,16.7,7.5,29.1,4.0,7.6,9.7,3.1,50.3,0.0,6.1,26.4,4.3,19.6,20.3,2.7,3.7,14.7,70.0,1.0,16.9,17.0,0.4,38.7,1.7,4.3,138.8,53.2,19.5,42.7,19.6,,234.3,0.3,38.2,36.6,4.7,5.3,22.8,284.9,6.8,4.4,17.0,0.0,22.0,6.1,0.0,0.8,0.1,11.0,6.1,7.6,9.9
RFD,16.5,0.8,7.0,55.5,4.7,328.5,38.8,16.2,105.4,8.4,61.0,112.4,305.8,6.8,30.3,58.6,263.5,28.3,118.9,29.2,105.0,11.8,281.0,143.9,17.6,6.7,7.5,5.7,488.1,24.6,8.9,41.4,32.0,47.8,0.3,39.6,21.2,567.5,26.4,5.7,6.1,4.8,19.7,47.6,60.1,331.3,36.1,14.9,27.1,14.3,34.3,24.1,45.8,1.8,15.3,133.4,7.7,30.9,40.9,6.6,200.4,0.0,46.7,86.3,11.2,13.7,11.3,2.2,5.8,7.6,237.1,41.5,57.2,84.5,0.5,390.3,58.4,3.6,426.2,135.7,71.3,54.1,40.7,235.3,,19.6,42.3,134.3,85.7,3.2,57.8,820.8,27.2,5.9,123.6,0.0,46.9,9.2,0.0,4.2,0.1,39.9,68.8,30.1,50.2
ROA,0.2,0.0,0.2,1.3,0.5,6.6,0.1,0.2,2.7,0.7,2.1,3.0,4.2,0.7,0.9,1.4,0.3,0.3,1.0,0.4,1.5,0.7,1.4,1.1,0.2,0.2,0.1,0.8,7.7,0.3,0.1,1.2,1.2,0.7,0.1,1.3,0.3,5.2,0.4,0.5,1.0,0.5,1.6,0.2,0.4,5.1,0.3,0.0,0.7,0.0,0.8,0.2,2.8,0.0,0.9,4.1,0.2,0.3,1.1,0.3,3.8,0.0,0.2,2.4,0.2,1.1,2.1,0.7,0.5,1.2,4.0,0.4,1.9,1.9,0.1,2.8,0.6,0.4,8.9,1.1,1.9,2.1,1.6,0.4,19.2,,0.8,4.2,1.4,0.6,1.1,11.2,0.7,0.5,12.0,0.0,1.1,0.8,0.0,0.1,0.0,1.5,0.3,0.8,1.1
ROC,0.2,0.1,1.1,0.5,0.8,14.4,1.9,0.0,1.6,0.7,2.6,6.4,28.2,0.7,0.5,1.9,14.0,2.3,0.9,1.6,15.5,1.1,25.0,2.2,0.3,0.2,0.2,3.6,14.5,1.0,0.3,2.1,2.0,1.5,0.0,3.7,0.6,32.6,1.0,0.5,1.1,0.8,2.4,2.6,4.5,12.1,0.1,0.3,1.9,0.0,1.0,10.4,5.4,0.4,0.8,13.9,0.4,1.3,1.4,0.3,6.4,0.0,0.3,3.1,0.4,0.6,4.3,2.5,0.5,3.0,10.9,10.1,2.8,2.3,0.0,23.1,4.4,0.5,39.6,1.5,2.7,1.1,2.1,37.3,41.4,0.8,,7.8,7.0,0.6,2.6,77.3,1.3,0.6,18.3,0.0,1.1,1.4,0.0,0.5,0.0,1.8,3.7,2.0,1.7
SAT,2.4,0.2,5.8,8.9,4.3,10.5,5.1,1.9,16.1,2.1,16.4,41.8,68.1,4.4,3.5,11.3,58.1,10.2,19.5,5.2,17.6,8.3,62.8,24.7,1.8,0.7,2.8,2.7,96.5,12.2,1.5,9.7,8.0,67.0,0.5,2.9,5.6,54.7,6.8,4.8,2.5,4.6,12.7,9.3,10.6,25.9,3.1,3.3,9.4,0.0,6.9,6.2,29.5,2.1,6.7,22.3,9.6,9.5,10.5,5.0,43.3,0.0,8.6,18.3,1.5,3.7,17.1,2.1,3.3,9.6,46.7,5.8,26.4,19.3,0.2,8.5,21.5,3.5,47.8,23.4,13.1,9.5,6.3,36.1,130.7,4.2,8.0,,13.1,4.2,17.9,131.1,6.4,3.3,7.8,0.0,8.6,3.3,0.0,2.6,0.0,13.5,13.3,11.0,9.7
SAV,2.1,0.3,0.2,7.9,6.4,19.0,0.9,2.0,22.7,2.0,4.2,18.9,39.4,2.6,4.1,10.8,41.6,0.5,15.5,1.5,5.1,3.1,6.7,13.0,0.6,1.0,0.8,0.2,41.1,3.7,0.6,4.9,1.2,5.3,0.5,2.8,1.9,23.3,2.7,2.6,0.1,2.0,12.1,1.3,0.9,24.8,10.5,0.7,2.5,9.1,4.2,0.7,19.1,2.1,2.6,1.9,1.5,4.3,4.2,1.6,17.6,0.0,4.8,7.6,1.0,3.3,10.5,0.4,1.4,5.1,16.4,0.4,7.2,8.3,0.1,4.4,5.4,1.7,6.0,26.7,3.2,16.3,5.6,4.5,86.9,1.4,7.2,12.6,,2.8,10.5,4.4,3.1,2.0,2.4,0.0,7.7,0.4,0.0,0.6,0.0,4.7,2.7,1.3,4.7
SBN,0.5,0.0,0.7,1.1,0.1,5.6,0.9,0.4,2.8,0.1,1.8,1.4,3.2,0.6,0.5,0.7,2.5,0.9,0.2,1.6,3.1,0.2,10.3,0.4,0.1,0.5,0.2,0.6,12.0,0.1,0.2,0.7,1.2,1.2,0.0,1.8,0.5,17.0,0.8,0.1,0.6,0.5,0.3,1.6,2.1,5.0,1.3,0.5,1.2,0.0,1.2,1.1,0.6,0.0,0.9,4.3,0.5,0.2,1.2,0.3,3.3,0.0,1.5,1.6,1.3,0.3,0.1,0.5,0.4,0.2,3.7,1.5,2.0,1.6,0.0,22.7,1.9,0.0,10.8,1.0,2.2,1.4,1.1,5.3,2.9,0.6,0.6,4.3,2.7,,0.3,24.2,0.6,0.5,22.0,0.0,1.1,0.8,0.0,0.3,0.0,1.5,2.7,0.7,0.9
SDF,1.6,0.1,1.8,4.9,1.6,20.3,1.3,1.1,8.8,1.6,2.9,2.2,3.1,2.6,2.6,3.9,35.7,4.6,3.0,0.7,14.3,1.8,28.4,1.1,0.3,1.4,0.1,2.8,53.7,0.2,0.5,4.0,4.6,5.1,0.1,5.5,1.8,67.5,2.9,0.2,2.1,1.9,2.8,4.0,4.2,28.5,1.6,1.2,0.6,0.0,3.0,3.4,2.1,1.0,2.8,15.7,2.0,2.2,3.5,1.7,12.9,0.0,4.0,3.5,1.5,2.8,4.8,2.2,1.7,3.2,17.8,5.7,6.9,6.9,0.1,31.4,7.5,0.2,51.1,6.2,4.8,5.5,4.0,22.9,57.8,1.0,2.6,18.1,11.3,0.3,,89.7,1.4,1.6,22.8,0.0,4.1,2.0,0.0,0.3,0.0,4.5,0.7,14.4,3.6
SFB,38.7,76.3,3.9,135.6,23.8,214.4,32.8,29.5,252.6,22.7,71.8,195.5,284.9,5.7,25.6,210.5,417.7,9.3,239.7,16.3,30.2,21.0,258.7,213.2,2.6,7.3,15.1,2.1,349.6,13.1,3.8,34.7,3.1,37.4,12.9,18.5,14.5,55.3,17.4,13.6,0.8,11.7,97.6,20.3,30.6,266.8,107.6,12.7,41.3,78.1,21.5,28.9,252.0,165.0,16.9,8.6,13.5,19.0,28.3,15.7,176.1,0.0,38.1,97.9,13.7,101.3,164.2,1.9,3.2,33.0,205.0,27.6,60.2,72.9,33.5,14.0,91.1,10.0,26.6,249.9,39.3,214.1,58.0,287.9,820.3,11.4,76.5,132.9,3.9,24.7,89.2,,17.2,9.8,5.4,16.6,96.1,1.3,3.5,11.7,76.3,46.5,51.5,4.8,30.8
SGF,0.9,0.0,0.8,1.7,0.8,6.5,1.0,0.6,3.1,0.4,1.7,0.6,3.9,0.8,0.7,1.8,4.4,1.4,2.8,1.1,3.4,0.4,10.4,2.8,0.1,1.0,0.4,0.8,14.5,0.8,0.2,0.5,1.8,2.4,0.1,1.8,0.8,7.1,0.6,0.7,0.7,0.7,1.9,1.2,2.7,13.3,0.8,0.4,0.8,0.0,0.1,1.2,2.8,0.0,0.6,5.7,0.7,0.9,0.2,1.1,0.8,0.0,2.8,0.4,0.7,0.7,1.8,0.7,0.8,2.8,4.3,1.9,0.4,0.6,0.0,8.8,2.7,0.1,12.2,4.1,2.7,1.9,1.0,6.7,26.2,0.8,1.3,6.4,3.0,0.6,1.4,17.0,,0.5,2.1,0.0,1.5,0.7,0.0,0.6,0.0,0.3,2.0,7.2,0.6
SHV,0.3,0.0,0.5,0.7,0.2,1.7,0.9,0.3,1.8,0.2,1.2,1.9,8.0,0.3,0.2,1.0,4.1,1.5,2.0,0.9,2.6,0.4,8.3,3.0,0.1,0.5,0.4,0.4,2.5,1.1,0.0,0.8,0.9,1.6,0.0,0.7,0.3,3.2,0.4,0.7,0.5,0.3,1.2,1.2,1.7,5.2,0.5,0.3,0.9,0.0,0.6,0.9,2.7,0.0,0.2,3.2,0.5,0.7,0.2,2.4,3.0,0.0,1.1,0.9,0.5,0.2,1.7,0.5,0.4,0.7,2.0,0.7,1.4,2.1,0.0,1.3,2.9,0.2,4.2,3.1,1.3,1.0,0.4,4.2,6.5,0.6,0.6,3.8,2.1,0.6,1.6,9.9,0.4,,1.1,0.0,1.0,0.3,0.0,0.9,0.0,0.7,1.9,3.7,0.4
SRQ,19.2,0.1,1.3,29.8,14.8,14.5,17.1,1.2,34.9,0.6,4.6,35.5,44.8,0.9,2.9,24.4,68.3,1.7,34.0,2.4,4.5,8.8,30.8,45.2,0.4,0.4,1.4,0.1,24.8,4.8,0.7,17.5,0.7,1.6,0.9,0.3,1.8,1.9,1.5,20.2,0.1,0.7,39.0,4.0,16.0,7.2,12.0,0.6,2.7,29.5,3.1,2.5,67.5,12.7,1.3,0.9,0.5,16.9,3.0,1.1,17.7,0.0,24.2,5.6,0.3,8.9,15.9,0.1,0.7,7.2,3.9,2.6,5.3,19.5,0.0,3.0,4.6,18.2,8.3,65.6,2.3,33.5,17.2,16.7,126.8,11.8,18.9,7.5,2.5,22.2,24.0,4.6,2.2,1.1,,0.0,26.5,0.5,11.9,1.1,0.0,4.8,15.6,0.9,2.8
SWF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2,0.0,0.0,0.0,5.6,0.0,0.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYR,0.1,0.0,1.0,0.8,1.2,13.8,2.3,0.1,0.6,0.7,3.4,7.7,25.2,0.7,0.3,1.1,1.3,3.2,1.4,2.0,13.9,1.2,26.5,4.0,0.4,0.5,0.4,3.8,21.1,1.6,0.3,2.7,3.0,2.9,0.0,4.7,0.8,51.4,1.0,0.7,1.5,0.9,2.7,3.6,5.6,11.9,0.1,0.3,3.0,0.0,1.5,3.5,7.8,0.0,0.8,13.1,0.5,1.8,1.9,0.6,8.0,0.0,0.3,4.1,0.7,0.2,3.5,1.9,0.7,3.2,10.2,10.9,3.9,3.5,0.0,24.2,5.2,0.4,36.6,2.5,4.8,0.4,1.2,22.1,46.4,1.3,1.2,8.8,8.2,1.2,4.0,96.2,1.5,1.0,27.5,0.0,,1.4,0.0,0.8,0.0,2.6,4.1,2.1,1.9
TLH,0.6,0.0,0.3,1.6,0.3,4.4,1.2,0.4,3.0,0.4,0.8,2.7,6.1,0.8,0.6,1.6,4.6,0.9,2.5,0.4,1.1,0.8,10.0,2.9,0.3,0.4,0.4,0.1,10.3,0.9,0.1,1.3,0.4,1.0,0.1,1.7,0.4,5.3,0.6,0.4,0.2,0.1,1.9,1.7,1.2,3.9,1.4,0.1,0.7,0.0,0.8,0.9,3.9,0.0,0.6,0.7,0.4,1.5,1.3,0.5,3.4,0.0,1.2,2.0,0.3,0.7,2.3,0.2,0.1,1.5,1.5,0.5,1.6,1.8,0.0,1.4,1.8,0.2,0.7,3.8,0.3,1.9,1.4,6.1,9.6,0.8,1.4,3.4,0.4,0.7,2.1,1.6,0.7,0.3,0.5,0.0,1.4,,0.0,0.5,0.0,1.1,1.9,0.2,1.2
TOL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,0.0,0.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,11.4,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
TRI,0.2,0.0,0.1,0.8,0.3,3.8,0.2,0.3,2.0,0.2,0.7,1.6,1.1,0.6,0.3,0.8,1.3,0.1,0.9,0.1,0.7,0.6,1.1,0.6,0.1,0.3,0.1,0.6,7.5,0.2,0.1,0.9,0.8,0.7,0.0,0.5,0.3,4.0,0.3,0.3,0.6,0.5,1.0,0.1,0.1,3.7,0.4,0.1,0.3,0.0,0.5,0.4,1.3,0.0,0.5,2.7,0.3,0.1,1.0,0.5,2.4,0.0,0.5,2.1,0.3,0.3,1.5,0.5,0.3,0.9,2.6,0.4,1.5,1.1,0.0,1.7,0.6,0.1,5.2,0.9,1.3,1.0,0.5,0.7,4.5,0.1,0.5,2.6,0.6,0.3,0.3,11.8,0.7,0.9,1.1,0.0,0.8,0.6,0.0,,0.0,0.9,0.4,0.8,1.0
TTN,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2.3,0.0,0.0,0.0,1.5,0.0,0.0,24.7,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,72.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
TUL,1.0,0.1,1.4,2.6,1.7,26.2,2.1,0.9,4.6,0.7,5.0,10.0,23.3,2.4,1.0,3.1,9.7,1.9,5.4,2.1,5.1,1.4,19.6,8.1,0.1,3.3,0.9,1.3,25.9,2.6,0.3,1.7,6.3,5.7,0.1,2.2,1.6,14.2,1.2,1.3,1.1,1.1,4.0,3.0,3.4,46.3,0.7,2.2,2.3,0.0,0.4,1.9,7.9,0.1,1.9,8.1,2.2,2.0,0.8,4.9,1.6,0.0,3.0,2.5,1.9,1.1,4.9,0.8,1.7,2.4,12.5,2.3,3.5,2.7,0.0,6.0,4.3,0.6,15.1,9.3,5.2,2.9,2.3,11.0,39.5,1.6,1.9,13.8,4.6,1.6,4.6,46.6,0.2,0.7,4.7,0.0,2.9,1.1,0.0,0.8,0.0,,4.0,8.8,0.7
TYS,1.0,0.1,1.0,5.0,1.9,26.0,0.6,0.6,7.7,2.0,0.8,6.7,4.3,2.9,2.7,4.5,8.1,0.9,4.9,0.8,3.6,2.0,7.7,2.8,0.9,1.3,0.2,1.4,39.3,0.5,1.5,3.7,2.7,3.9,0.2,12.7,1.3,85.7,1.9,0.7,1.9,1.5,4.6,0.7,0.8,31.6,1.7,0.6,0.3,5.5,2.7,2.1,3.5,0.3,1.9,21.2,1.5,0.4,2.7,2.0,10.2,0.0,3.0,7.4,1.7,2.0,5.9,1.5,1.1,3.7,11.9,2.1,6.5,5.7,0.1,14.6,4.5,0.6,28.8,7.1,3.7,5.2,4.2,6.1,68.5,0.2,3.6,14.1,2.7,2.8,0.8,51.7,2.0,2.0,16.0,0.0,4.2,2.0,0.0,0.4,0.0,4.0,,11.6,3.8
VPS,0.7,0.0,0.6,2.9,1.3,8.5,2.5,0.5,4.8,0.5,0.3,18.4,18.5,0.2,0.9,3.5,16.2,1.3,6.9,0.7,3.3,1.7,15.8,9.6,0.2,0.5,0.9,0.3,33.5,4.2,0.3,6.1,1.5,3.1,0.2,1.1,1.6,3.7,1.5,1.0,0.1,0.1,12.3,1.5,1.8,4.7,1.3,0.3,0.7,2.5,10.4,1.2,14.4,0.2,0.3,0.8,3.0,5.2,5.5,2.1,21.4,0.0,2.1,5.0,0.2,1.6,4.9,0.6,0.1,1.9,0.8,1.3,16.4,11.7,0.0,1.7,5.6,6.5,2.7,18.4,1.2,3.5,1.7,7.5,30.8,0.8,2.1,10.4,1.2,0.7,13.9,4.8,7.3,3.6,1.0,0.0,2.1,0.1,0.0,0.8,0.0,9.2,11.4,,23.5
XNA,1.1,0.0,0.8,2.0,1.3,15.8,1.8,0.6,4.1,0.7,3.8,1.2,18.1,2.1,1.1,3.1,9.2,1.9,4.6,2.3,5.6,1.0,19.2,5.8,0.0,1.2,0.6,1.2,25.6,1.5,0.3,0.9,2.4,2.3,0.1,1.8,0.8,26.9,0.7,1.2,1.1,0.8,3.3,2.9,3.2,24.7,0.6,0.4,1.6,0.0,0.2,1.8,7.0,0.0,1.5,8.1,1.2,2.5,1.3,1.0,0.6,0.0,3.0,1.2,1.3,0.8,3.3,0.9,0.9,2.4,13.4,2.3,0.6,1.5,0.1,4.4,3.5,0.4,21.0,6.0,7.2,3.4,1.9,9.9,49.7,1.2,1.6,9.6,4.6,0.9,3.6,31.0,0.6,0.5,2.7,0.0,1.8,1.1,0.0,1.0,0.0,0.7,3.7,23.1,
